,EL
2016-03-17 12:28:00,-38729.99346900001
2016-03-17 12:29:00,-38729.99346900001
2016-03-17 12:30:00,-38729.99346900001
2016-03-17 12:31:00,-38729.99346900001
2016-03-17 12:32:00,-38729.99346900001
2016-03-17 12:33:00,-38729.99346900001
2016-03-17 12:34:00,-38729.99346900001
2016-03-17 12:35:00,-38729.99346900001
2016-03-17 12:36:00,-38729.99346900001
2016-03-17 12:37:00,-38729.99346900001
2016-03-17 12:38:00,-38729.99346900001
2016-03-17 12:39:00,-38729.99346900001
2016-03-17 12:40:00,-38729.99346900001
2016-03-17 12:41:00,-38729.99346900001
2016-03-17 12:42:00,-38729.99346900001
2016-03-17 12:43:00,-38729.99346900001
2016-03-17 12:44:00,-38729.99346900001
2016-03-17 12:45:00,-38729.99346900001
2016-03-17 12:46:00,-38729.99346900001
2016-03-17 12:47:00,-38729.99346900001
2016-03-17 12:48:00,-38729.99346900001
2016-03-17 12:49:00,-38729.99346900001
2016-03-17 12:50:00,-38729.99346900001
2016-03-17 12:51:00,-38729.99346900001
2016-03-17 12:52:00,-38729.99346900001
2016-03-17 12:53:00,-38729.99346900001
2016-03-17 12:54:00,-38729.99346900001
2016-03-17 12:55:00,-38729.99346900001
2016-03-17 12:56:00,-38729.99346900001
2016-03-17 12:57:00,-38729.99346900001
2016-03-17 12:58:00,-38729.99346900001
2016-03-17 12:59:00,-38729.99346900001
2016-03-17 13:00:00,-35400.867462999995
2016-03-17 13:01:00,-35400.867462999995
2016-03-17 13:02:00,-35400.867462999995
2016-03-17 13:03:00,-35400.867462999995
2016-03-17 13:04:00,-35400.867462999995
2016-03-17 13:05:00,-35400.867462999995
2016-03-17 13:06:00,-35400.867462999995
2016-03-17 13:07:00,-35400.867462999995
2016-03-17 13:08:00,-35400.867462999995
2016-03-17 13:09:00,-35400.867462999995
2016-03-17 13:10:00,-35400.867462999995
2016-03-17 13:11:00,-35400.867462999995
2016-03-17 13:12:00,-35400.867462999995
2016-03-17 13:13:00,-35400.867462999995
2016-03-17 13:14:00,-35400.867462999995
2016-03-17 13:15:00,-35400.867462999995
2016-03-17 13:16:00,-35400.867462999995
2016-03-17 13:17:00,-35400.867462999995
2016-03-17 13:18:00,-35400.867462999995
2016-03-17 13:19:00,-35400.867462999995
2016-03-17 13:20:00,-35400.867462999995
2016-03-17 13:21:00,-35400.867462999995
2016-03-17 13:22:00,-35400.867462999995
2016-03-17 13:23:00,-35400.867462999995
2016-03-17 13:24:00,-35400.867462999995
2016-03-17 13:25:00,-35400.867462999995
2016-03-17 13:26:00,-35400.867462999995
2016-03-17 13:27:00,-35400.867462999995
2016-03-17 13:28:00,-35400.867462999995
2016-03-17 13:29:00,-35400.867462999995
2016-03-17 13:30:00,-35400.867462999995
2016-03-17 13:31:00,-35400.867462999995
2016-03-17 13:32:00,-35400.867462999995
2016-03-17 13:33:00,-35400.867462999995
2016-03-17 13:34:00,-35400.867462999995
2016-03-17 13:35:00,-35400.867462999995
2016-03-17 13:36:00,-35400.867462999995
2016-03-17 13:37:00,-35400.867462999995
2016-03-17 13:38:00,-35400.867462999995
2016-03-17 13:39:00,-35400.867462999995
2016-03-17 13:40:00,-35400.867462999995
2016-03-17 13:41:00,-35400.867462999995
2016-03-17 13:42:00,-35400.867462999995
2016-03-17 13:43:00,-35400.867462999995
2016-03-17 13:44:00,-35400.867462999995
2016-03-17 13:45:00,-35400.867462999995
2016-03-17 13:46:00,-35400.867462999995
2016-03-17 13:47:00,-35400.867462999995
2016-03-17 13:48:00,-35400.867462999995
2016-03-17 13:49:00,-35400.867462999995
2016-03-17 13:50:00,-35400.867462999995
2016-03-17 13:51:00,-35400.867462999995
2016-03-17 13:52:00,-35400.867462999995
2016-03-17 13:53:00,-35400.867462999995
2016-03-17 13:54:00,-35400.867462999995
2016-03-17 13:55:00,-35400.867462999995
2016-03-17 13:56:00,-35400.867462999995
2016-03-17 13:57:00,-35400.867462999995
2016-03-17 13:58:00,-35400.867462999995
2016-03-17 13:59:00,-35400.867462999995
2016-03-17 14:00:00,-27973.218546000004
2016-03-17 14:01:00,-27973.218546000004
2016-03-17 14:02:00,-27973.218546000004
2016-03-17 14:03:00,-27973.218546000004
2016-03-17 14:04:00,-27973.218546000004
2016-03-17 14:05:00,-27973.218546000004
2016-03-17 14:06:00,-27973.218546000004
2016-03-17 14:07:00,-27973.218546000004
2016-03-17 14:08:00,-27973.218546000004
2016-03-17 14:09:00,-27973.218546000004
2016-03-17 14:10:00,-27973.218546000004
2016-03-17 14:11:00,-27973.218546000004
2016-03-17 14:12:00,-27973.218546000004
2016-03-17 14:13:00,-27973.218546000004
2016-03-17 14:14:00,-27973.218546000004
2016-03-17 14:15:00,-27973.218546000004
2016-03-17 14:16:00,-27973.218546000004
2016-03-17 14:17:00,-27973.218546000004
2016-03-17 14:18:00,-27973.218546000004
2016-03-17 14:19:00,-27973.218546000004
2016-03-17 14:20:00,-27973.218546000004
2016-03-17 14:21:00,-27973.218546000004
2016-03-17 14:22:00,-27973.218546000004
2016-03-17 14:23:00,-27973.218546000004
2016-03-17 14:24:00,-27973.218546000004
2016-03-17 14:25:00,-27973.218546000004
2016-03-17 14:26:00,-27973.218546000004
2016-03-17 14:27:00,-27973.218546000004
2016-03-17 14:28:00,-27973.218546000004
2016-03-17 14:29:00,-27973.218546000004
2016-03-17 14:30:00,-27973.218546000004
2016-03-17 14:31:00,-27973.218546000004
2016-03-17 14:32:00,-27973.218546000004
2016-03-17 14:33:00,-27973.218546000004
2016-03-17 14:34:00,-27973.218546000004
2016-03-17 14:35:00,-27973.218546000004
2016-03-17 14:36:00,-27973.218546000004
2016-03-17 14:37:00,-27973.218546000004
2016-03-17 14:38:00,-27973.218546000004
2016-03-17 14:39:00,-27973.218546000004
2016-03-17 14:40:00,-27973.218546000004
2016-03-17 14:41:00,-27973.218546000004
2016-03-17 14:42:00,-27973.218546000004
2016-03-17 14:43:00,-27973.218546000004
2016-03-17 14:44:00,-27973.218546000004
2016-03-17 14:45:00,-27973.218546000004
2016-03-17 14:46:00,-27973.218546000004
2016-03-17 14:47:00,-27973.218546000004
2016-03-17 14:48:00,-27973.218546000004
2016-03-17 14:49:00,-27973.218546000004
2016-03-17 14:50:00,-27973.218546000004
2016-03-17 14:51:00,-27973.218546000004
2016-03-17 14:52:00,-27973.218546000004
2016-03-17 14:53:00,-27973.218546000004
2016-03-17 14:54:00,-27973.218546000004
2016-03-17 14:55:00,-27973.218546000004
2016-03-17 14:56:00,-27973.218546000004
2016-03-17 14:57:00,-27973.218546000004
2016-03-17 14:58:00,-27973.218546000004
2016-03-17 14:59:00,-27973.218546000004
2016-03-17 15:00:00,-16952.731491
2016-03-17 15:01:00,-16952.731491
2016-03-17 15:02:00,-16952.731491
2016-03-17 15:03:00,-16952.731491
2016-03-17 15:04:00,-16952.731491
2016-03-17 15:05:00,-16952.731491
2016-03-17 15:06:00,-16952.731491
2016-03-17 15:07:00,-16952.731491
2016-03-17 15:08:00,-16952.731491
2016-03-17 15:09:00,-16952.731491
2016-03-17 15:10:00,-16952.731491
2016-03-17 15:11:00,-16952.731491
2016-03-17 15:12:00,-16952.731491
2016-03-17 15:13:00,-16952.731491
2016-03-17 15:14:00,-16952.731491
2016-03-17 15:15:00,-16952.731491
2016-03-17 15:16:00,-16952.731491
2016-03-17 15:17:00,-16952.731491
2016-03-17 15:18:00,-16952.731491
2016-03-17 15:19:00,-16952.731491
2016-03-17 15:20:00,-16952.731491
2016-03-17 15:21:00,-16952.731491
2016-03-17 15:22:00,-16952.731491
2016-03-17 15:23:00,-16952.731491
2016-03-17 15:24:00,-16952.731491
2016-03-17 15:25:00,-16952.731491
2016-03-17 15:26:00,-16952.731491
2016-03-17 15:27:00,-16952.731491
2016-03-17 15:28:00,-16952.731491
2016-03-17 15:29:00,-16952.731491
2016-03-17 15:30:00,-16952.731491
2016-03-17 15:31:00,-16952.731491
2016-03-17 15:32:00,-16952.731491
2016-03-17 15:33:00,-16952.731491
2016-03-17 15:34:00,-16952.731491
2016-03-17 15:35:00,-16952.731491
2016-03-17 15:36:00,-16952.731491
2016-03-17 15:37:00,-16952.731491
2016-03-17 15:38:00,-16952.731491
2016-03-17 15:39:00,-16952.731491
2016-03-17 15:40:00,-16952.731491
2016-03-17 15:41:00,-16952.731491
2016-03-17 15:42:00,-16952.731491
2016-03-17 15:43:00,-16952.731491
2016-03-17 15:44:00,-16952.731491
2016-03-17 15:45:00,-16952.731491
2016-03-17 15:46:00,-16952.731491
2016-03-17 15:47:00,-16952.731491
2016-03-17 15:48:00,-16952.731491
2016-03-17 15:49:00,-16952.731491
2016-03-17 15:50:00,-16952.731491
2016-03-17 15:51:00,-16952.731491
2016-03-17 15:52:00,-16952.731491
2016-03-17 15:53:00,-16952.731491
2016-03-17 15:54:00,-16952.731491
2016-03-17 15:55:00,-16952.731491
2016-03-17 15:56:00,-16952.731491
2016-03-17 15:57:00,-16952.731491
2016-03-17 15:58:00,-16952.731491
2016-03-17 15:59:00,-16952.731491
2016-03-17 16:00:00,-3400.5078520000006
2016-03-17 16:01:00,-3400.5078520000006
2016-03-17 16:02:00,-3400.5078520000006
2016-03-17 16:03:00,-3400.5078520000006
2016-03-17 16:04:00,-3400.5078520000006
2016-03-17 16:05:00,-3400.5078520000006
2016-03-17 16:06:00,-3400.5078520000006
2016-03-17 16:07:00,-3400.5078520000006
2016-03-17 16:08:00,-3400.5078520000006
2016-03-17 16:09:00,-3400.5078520000006
2016-03-17 16:10:00,-3400.5078520000006
2016-03-17 16:11:00,-3400.5078520000006
2016-03-17 16:12:00,-3400.5078520000006
2016-03-17 16:13:00,-3400.5078520000006
2016-03-17 16:14:00,-3400.5078520000006
2016-03-17 16:15:00,-3400.5078520000006
2016-03-17 16:16:00,-3400.5078520000006
2016-03-17 16:17:00,-3400.5078520000006
2016-03-17 16:18:00,-3400.5078520000006
2016-03-17 16:19:00,-3400.5078520000006
2016-03-17 16:20:00,-3400.5078520000006
2016-03-17 16:21:00,-3400.5078520000006
2016-03-17 16:22:00,-3400.5078520000006
2016-03-17 16:23:00,-3400.5078520000006
2016-03-17 16:24:00,-3400.5078520000006
2016-03-17 16:25:00,-3400.5078520000006
2016-03-17 16:26:00,-3400.5078520000006
2016-03-17 16:27:00,-3400.5078520000006
2016-03-17 16:28:00,-3400.5078520000006
2016-03-17 16:29:00,-3400.5078520000006
2016-03-17 16:30:00,-3400.5078520000006
2016-03-17 16:31:00,-3400.5078520000006
2016-03-17 16:32:00,-3400.5078520000006
2016-03-17 16:33:00,-3400.5078520000006
2016-03-17 16:34:00,-3400.5078520000006
2016-03-17 16:35:00,-3400.5078520000006
2016-03-17 16:36:00,-3400.5078520000006
2016-03-17 16:37:00,-3400.5078520000006
2016-03-17 16:38:00,-3400.5078520000006
2016-03-17 16:39:00,-3400.5078520000006
2016-03-17 16:40:00,-3400.5078520000006
2016-03-17 16:41:00,-3400.5078520000006
2016-03-17 16:42:00,-3400.5078520000006
2016-03-17 16:43:00,-3400.5078520000006
2016-03-17 16:44:00,-3400.5078520000006
2016-03-17 16:45:00,-3400.5078520000006
2016-03-17 16:46:00,-3400.5078520000006
2016-03-17 16:47:00,-3400.5078520000006
2016-03-17 16:48:00,-3400.5078520000006
2016-03-17 16:49:00,-3400.5078520000006
2016-03-17 16:50:00,-3400.5078520000006
2016-03-17 16:51:00,-3400.5078520000006
2016-03-17 16:52:00,-3400.5078520000006
2016-03-17 16:53:00,-3400.5078520000006
2016-03-17 16:54:00,-3400.5078520000006
2016-03-17 16:55:00,-3400.5078520000006
2016-03-17 16:56:00,-3400.5078520000006
2016-03-17 16:57:00,-3400.5078520000006
2016-03-17 16:58:00,-3400.5078520000006
2016-03-17 16:59:00,-3400.5078520000006
2016-03-17 17:00:00,9076.591215
2016-03-17 17:01:00,9076.591215
2016-03-17 17:02:00,9076.591215
2016-03-17 17:03:00,9076.591215
2016-03-17 17:04:00,9076.591215
2016-03-17 17:05:00,9076.591215
2016-03-17 17:06:00,9076.591215
2016-03-17 17:07:00,9076.591215
2016-03-17 17:08:00,9076.591215
2016-03-17 17:09:00,9076.591215
2016-03-17 17:10:00,9076.591215
2016-03-17 17:11:00,9076.591215
2016-03-17 17:12:00,9076.591215
2016-03-17 17:13:00,9076.591215
2016-03-17 17:14:00,9076.591215
2016-03-17 17:15:00,9076.591215
2016-03-17 17:16:00,9076.591215
2016-03-17 17:17:00,9076.591215
2016-03-17 17:18:00,9076.591215
2016-03-17 17:19:00,9076.591215
2016-03-17 17:20:00,9076.591215
2016-03-17 17:21:00,9076.591215
2016-03-17 17:22:00,9076.591215
2016-03-17 17:23:00,9076.591215
2016-03-17 17:24:00,9076.591215
2016-03-17 17:25:00,9076.591215
2016-03-17 17:26:00,9076.591215
2016-03-17 17:27:00,9076.591215
2016-03-17 17:28:00,9076.591215
2016-03-17 17:29:00,9076.591215
2016-03-17 17:30:00,9076.591215
2016-03-17 17:31:00,9076.591215
2016-03-17 17:32:00,9076.591215
2016-03-17 17:33:00,9076.591215
2016-03-17 17:34:00,9076.591215
2016-03-17 17:35:00,9076.591215
2016-03-17 17:36:00,9076.591215
2016-03-17 17:37:00,9076.591215
2016-03-17 17:38:00,9076.591215
2016-03-17 17:39:00,9076.591215
2016-03-17 17:40:00,9076.591215
2016-03-17 17:41:00,9076.591215
2016-03-17 17:42:00,9076.591215
2016-03-17 17:43:00,9076.591215
2016-03-17 17:44:00,9076.591215
2016-03-17 17:45:00,9076.591215
2016-03-17 17:46:00,9076.591215
2016-03-17 17:47:00,9076.591215
2016-03-17 17:48:00,9076.591215
2016-03-17 17:49:00,9076.591215
2016-03-17 17:50:00,9076.591215
2016-03-17 17:51:00,9076.591215
2016-03-17 17:52:00,9076.591215
2016-03-17 17:53:00,9076.591215
2016-03-17 17:54:00,9076.591215
2016-03-17 17:55:00,9076.591215
2016-03-17 17:56:00,9076.591215
2016-03-17 17:57:00,9076.591215
2016-03-17 17:58:00,9076.591215
2016-03-17 17:59:00,9076.591215
2016-03-17 18:00:00,16659.368038
2016-03-17 18:01:00,16659.368038
2016-03-17 18:02:00,16659.368038
2016-03-17 18:03:00,16659.368038
2016-03-17 18:04:00,16659.368038
2016-03-17 18:05:00,16659.368038
2016-03-17 18:06:00,16659.368038
2016-03-17 18:07:00,16659.368038
2016-03-17 18:08:00,16659.368038
2016-03-17 18:09:00,16659.368038
2016-03-17 18:10:00,16659.368038
2016-03-17 18:11:00,16659.368038
2016-03-17 18:12:00,16659.368038
2016-03-17 18:13:00,16659.368038
2016-03-17 18:14:00,16659.368038
2016-03-17 18:15:00,16659.368038
2016-03-17 18:16:00,16659.368038
2016-03-17 18:17:00,16659.368038
2016-03-17 18:18:00,16659.368038
2016-03-17 18:19:00,16659.368038
2016-03-17 18:20:00,16659.368038
2016-03-17 18:21:00,16659.368038
2016-03-17 18:22:00,16659.368038
2016-03-17 18:23:00,16659.368038
2016-03-17 18:24:00,16659.368038
2016-03-17 18:25:00,16659.368038
2016-03-17 18:26:00,16659.368038
2016-03-17 18:27:00,16659.368038
2016-03-17 18:28:00,16659.368038
2016-03-17 18:29:00,16659.368038
2016-03-17 18:30:00,16659.368038
2016-03-17 18:31:00,16659.368038
2016-03-17 18:32:00,16659.368038
2016-03-17 18:33:00,16659.368038
2016-03-17 18:34:00,16659.368038
2016-03-17 18:35:00,16659.368038
2016-03-17 18:36:00,16659.368038
2016-03-17 18:37:00,16659.368038
2016-03-17 18:38:00,16659.368038
2016-03-17 18:39:00,16659.368038
2016-03-17 18:40:00,16659.368038
2016-03-17 18:41:00,16659.368038
2016-03-17 18:42:00,16659.368038
2016-03-17 18:43:00,16659.368038
2016-03-17 18:44:00,16659.368038
2016-03-17 18:45:00,16659.368038
2016-03-17 18:46:00,16659.368038
2016-03-17 18:47:00,16659.368038
2016-03-17 18:48:00,16659.368038
2016-03-17 18:49:00,16659.368038
2016-03-17 18:50:00,16659.368038
2016-03-17 18:51:00,16659.368038
2016-03-17 18:52:00,16659.368038
2016-03-17 18:53:00,16659.368038
2016-03-17 18:54:00,16659.368038
2016-03-17 18:55:00,16659.368038
2016-03-17 18:56:00,16659.368038
2016-03-17 18:57:00,16659.368038
2016-03-17 18:58:00,16659.368038
2016-03-17 18:59:00,16659.368038
2016-03-17 19:00:00,18412.319387
2016-03-17 19:01:00,18412.319387
2016-03-17 19:02:00,18412.319387
2016-03-17 19:03:00,18412.319387
2016-03-17 19:04:00,18412.319387
2016-03-17 19:05:00,18412.319387
2016-03-17 19:06:00,18412.319387
2016-03-17 19:07:00,18412.319387
2016-03-17 19:08:00,18412.319387
2016-03-17 19:09:00,18412.319387
2016-03-17 19:10:00,18412.319387
2016-03-17 19:11:00,18412.319387
2016-03-17 19:12:00,18412.319387
2016-03-17 19:13:00,18412.319387
2016-03-17 19:14:00,18412.319387
2016-03-17 19:15:00,18412.319387
2016-03-17 19:16:00,18412.319387
2016-03-17 19:17:00,18412.319387
2016-03-17 19:18:00,18412.319387
2016-03-17 19:19:00,18412.319387
2016-03-17 19:20:00,18412.319387
2016-03-17 19:21:00,18412.319387
2016-03-17 19:22:00,18412.319387
2016-03-17 19:23:00,18412.319387
2016-03-17 19:24:00,18412.319387
2016-03-17 19:25:00,18412.319387
2016-03-17 19:26:00,18412.319387
2016-03-17 19:27:00,18412.319387
2016-03-17 19:28:00,18412.319387
2016-03-17 19:29:00,18412.319387
2016-03-17 19:30:00,18412.319387
2016-03-17 19:31:00,18412.319387
2016-03-17 19:32:00,18412.319387
2016-03-17 19:33:00,18412.319387
2016-03-17 19:34:00,18412.319387
2016-03-17 19:35:00,18412.319387
2016-03-17 19:36:00,18412.319387
2016-03-17 19:37:00,18412.319387
2016-03-17 19:38:00,18412.319387
2016-03-17 19:39:00,18412.319387
2016-03-17 19:40:00,18412.319387
2016-03-17 19:41:00,18412.319387
2016-03-17 19:42:00,18412.319387
2016-03-17 19:43:00,18412.319387
2016-03-17 19:44:00,18412.319387
2016-03-17 19:45:00,18412.319387
2016-03-17 19:46:00,18412.319387
2016-03-17 19:47:00,18412.319387
2016-03-17 19:48:00,18412.319387
2016-03-17 19:49:00,18412.319387
2016-03-17 19:50:00,18412.319387
2016-03-17 19:51:00,18412.319387
2016-03-17 19:52:00,18412.319387
2016-03-17 19:53:00,18412.319387
2016-03-17 19:54:00,18412.319387
2016-03-17 19:55:00,18412.319387
2016-03-17 19:56:00,18412.319387
2016-03-17 19:57:00,18412.319387
2016-03-17 19:58:00,18412.319387
2016-03-17 19:59:00,18412.319387
2016-03-17 20:00:00,18323.472342
2016-03-17 20:01:00,18323.472342
2016-03-17 20:02:00,18323.472342
2016-03-17 20:03:00,18323.472342
2016-03-17 20:04:00,18323.472342
2016-03-17 20:05:00,18323.472342
2016-03-17 20:06:00,18323.472342
2016-03-17 20:07:00,18323.472342
2016-03-17 20:08:00,18323.472342
2016-03-17 20:09:00,18323.472342
2016-03-17 20:10:00,18323.472342
2016-03-17 20:11:00,18323.472342
2016-03-17 20:12:00,18323.472342
2016-03-17 20:13:00,18323.472342
2016-03-17 20:14:00,18323.472342
2016-03-17 20:15:00,18323.472342
2016-03-17 20:16:00,18323.472342
2016-03-17 20:17:00,18323.472342
2016-03-17 20:18:00,18323.472342
2016-03-17 20:19:00,18323.472342
2016-03-17 20:20:00,18323.472342
2016-03-17 20:21:00,18323.472342
2016-03-17 20:22:00,18323.472342
2016-03-17 20:23:00,18323.472342
2016-03-17 20:24:00,18323.472342
2016-03-17 20:25:00,18323.472342
2016-03-17 20:26:00,18323.472342
2016-03-17 20:27:00,18323.472342
2016-03-17 20:28:00,18323.472342
2016-03-17 20:29:00,18323.472342
2016-03-17 20:30:00,18323.472342
2016-03-17 20:31:00,18323.472342
2016-03-17 20:32:00,18323.472342
2016-03-17 20:33:00,18323.472342
2016-03-17 20:34:00,18323.472342
2016-03-17 20:35:00,18323.472342
2016-03-17 20:36:00,18323.472342
2016-03-17 20:37:00,18323.472342
2016-03-17 20:38:00,18323.472342
2016-03-17 20:39:00,18323.472342
2016-03-17 20:40:00,18323.472342
2016-03-17 20:41:00,18323.472342
2016-03-17 20:42:00,18323.472342
2016-03-17 20:43:00,18323.472342
2016-03-17 20:44:00,18323.472342
2016-03-17 20:45:00,18323.472342
2016-03-17 20:46:00,18323.472342
2016-03-17 20:47:00,18323.472342
2016-03-17 20:48:00,18323.472342
2016-03-17 20:49:00,18323.472342
2016-03-17 20:50:00,18323.472342
2016-03-17 20:51:00,18323.472342
2016-03-17 20:52:00,18323.472342
2016-03-17 20:53:00,18323.472342
2016-03-17 20:54:00,18323.472342
2016-03-17 20:55:00,18323.472342
2016-03-17 20:56:00,18323.472342
2016-03-17 20:57:00,18323.472342
2016-03-17 20:58:00,18323.472342
2016-03-17 20:59:00,18323.472342
2016-03-17 21:00:00,17153.29203
2016-03-17 21:01:00,17153.29203
2016-03-17 21:02:00,17153.29203
2016-03-17 21:03:00,17153.29203
2016-03-17 21:04:00,17153.29203
2016-03-17 21:05:00,17153.29203
2016-03-17 21:06:00,17153.29203
2016-03-17 21:07:00,17153.29203
2016-03-17 21:08:00,17153.29203
2016-03-17 21:09:00,17153.29203
2016-03-17 21:10:00,17153.29203
2016-03-17 21:11:00,17153.29203
2016-03-17 21:12:00,17153.29203
2016-03-17 21:13:00,17153.29203
2016-03-17 21:14:00,17153.29203
2016-03-17 21:15:00,17153.29203
2016-03-17 21:16:00,17153.29203
2016-03-17 21:17:00,17153.29203
2016-03-17 21:18:00,17153.29203
2016-03-17 21:19:00,17153.29203
2016-03-17 21:20:00,17153.29203
2016-03-17 21:21:00,17153.29203
2016-03-17 21:22:00,17153.29203
2016-03-17 21:23:00,17153.29203
2016-03-17 21:24:00,17153.29203
2016-03-17 21:25:00,17153.29203
2016-03-17 21:26:00,17153.29203
2016-03-17 21:27:00,17153.29203
2016-03-17 21:28:00,17153.29203
2016-03-17 21:29:00,17153.29203
2016-03-17 21:30:00,17153.29203
2016-03-17 21:31:00,17153.29203
2016-03-17 21:32:00,17153.29203
2016-03-17 21:33:00,17153.29203
2016-03-17 21:34:00,17153.29203
2016-03-17 21:35:00,17153.29203
2016-03-17 21:36:00,17153.29203
2016-03-17 21:37:00,17153.29203
2016-03-17 21:38:00,17153.29203
2016-03-17 21:39:00,17153.29203
2016-03-17 21:40:00,17153.29203
2016-03-17 21:41:00,17153.29203
2016-03-17 21:42:00,17153.29203
2016-03-17 21:43:00,17153.29203
2016-03-17 21:44:00,17153.29203
2016-03-17 21:45:00,17153.29203
2016-03-17 21:46:00,17153.29203
2016-03-17 21:47:00,17153.29203
2016-03-17 21:48:00,17153.29203
2016-03-17 21:49:00,17153.29203
2016-03-17 21:50:00,17153.29203
2016-03-17 21:51:00,17153.29203
2016-03-17 21:52:00,17153.29203
2016-03-17 21:53:00,17153.29203
2016-03-17 21:54:00,17153.29203
2016-03-17 21:55:00,17153.29203
2016-03-17 21:56:00,17153.29203
2016-03-17 21:57:00,17153.29203
2016-03-17 21:58:00,17153.29203
2016-03-17 21:59:00,17153.29203
2016-03-17 22:00:00,15544.9163
2016-03-17 22:01:00,15544.9163
2016-03-17 22:02:00,15544.9163
2016-03-17 22:03:00,15544.9163
2016-03-17 22:04:00,15544.9163
2016-03-17 22:05:00,15544.9163
2016-03-17 22:06:00,15544.9163
2016-03-17 22:07:00,15544.9163
2016-03-17 22:08:00,15544.9163
2016-03-17 22:09:00,15544.9163
2016-03-17 22:10:00,15544.9163
2016-03-17 22:11:00,15544.9163
2016-03-17 22:12:00,15544.9163
2016-03-17 22:13:00,15544.9163
2016-03-17 22:14:00,15544.9163
2016-03-17 22:15:00,15544.9163
2016-03-17 22:16:00,15544.9163
2016-03-17 22:17:00,15544.9163
2016-03-17 22:18:00,15544.9163
2016-03-17 22:19:00,15544.9163
2016-03-17 22:20:00,15544.9163
2016-03-17 22:21:00,15544.9163
2016-03-17 22:22:00,15544.9163
2016-03-17 22:23:00,15544.9163
2016-03-17 22:24:00,15544.9163
2016-03-17 22:25:00,15544.9163
2016-03-17 22:26:00,15544.9163
2016-03-17 22:27:00,15544.9163
2016-03-17 22:28:00,15544.9163
2016-03-17 22:29:00,15544.9163
2016-03-17 22:30:00,15544.9163
2016-03-17 22:31:00,15544.9163
2016-03-17 22:32:00,15544.9163
2016-03-17 22:33:00,15544.9163
2016-03-17 22:34:00,15544.9163
2016-03-17 22:35:00,15544.9163
2016-03-17 22:36:00,15544.9163
2016-03-17 22:37:00,15544.9163
2016-03-17 22:38:00,15544.9163
2016-03-17 22:39:00,15544.9163
2016-03-17 22:40:00,15544.9163
2016-03-17 22:41:00,15544.9163
2016-03-17 22:42:00,15544.9163
2016-03-17 22:43:00,15544.9163
2016-03-17 22:44:00,15544.9163
2016-03-17 22:45:00,15544.9163
2016-03-17 22:46:00,15544.9163
2016-03-17 22:47:00,15544.9163
2016-03-17 22:48:00,15544.9163
2016-03-17 22:49:00,15544.9163
2016-03-17 22:50:00,15544.9163
2016-03-17 22:51:00,15544.9163
2016-03-17 22:52:00,15544.9163
2016-03-17 22:53:00,15544.9163
2016-03-17 22:54:00,15544.9163
2016-03-17 22:55:00,15544.9163
2016-03-17 22:56:00,15544.9163
2016-03-17 22:57:00,15544.9163
2016-03-17 22:58:00,15544.9163
2016-03-17 22:59:00,15544.9163
2016-03-17 23:00:00,14537.962429
2016-03-17 23:01:00,14537.962429
2016-03-17 23:02:00,14537.962429
2016-03-17 23:03:00,14537.962429
2016-03-17 23:04:00,14537.962429
2016-03-17 23:05:00,14537.962429
2016-03-17 23:06:00,14537.962429
2016-03-17 23:07:00,14537.962429
2016-03-17 23:08:00,14537.962429
2016-03-17 23:09:00,14537.962429
2016-03-17 23:10:00,14537.962429
2016-03-17 23:11:00,14537.962429
2016-03-17 23:12:00,14537.962429
2016-03-17 23:13:00,14537.962429
2016-03-17 23:14:00,14537.962429
2016-03-17 23:15:00,14537.962429
2016-03-17 23:16:00,14537.962429
2016-03-17 23:17:00,14537.962429
2016-03-17 23:18:00,14537.962429
2016-03-17 23:19:00,14537.962429
2016-03-17 23:20:00,14537.962429
2016-03-17 23:21:00,14537.962429
2016-03-17 23:22:00,14537.962429
2016-03-17 23:23:00,14537.962429
2016-03-17 23:24:00,14537.962429
2016-03-17 23:25:00,14537.962429
2016-03-17 23:26:00,14537.962429
2016-03-17 23:27:00,14537.962429
2016-03-17 23:28:00,14537.962429
2016-03-17 23:29:00,14537.962429
2016-03-17 23:30:00,14537.962429
2016-03-17 23:31:00,14537.962429
2016-03-17 23:32:00,14537.962429
2016-03-17 23:33:00,14537.962429
2016-03-17 23:34:00,14537.962429
2016-03-17 23:35:00,14537.962429
2016-03-17 23:36:00,14537.962429
2016-03-17 23:37:00,14537.962429
2016-03-17 23:38:00,14537.962429
2016-03-17 23:39:00,14537.962429
2016-03-17 23:40:00,14537.962429
2016-03-17 23:41:00,14537.962429
2016-03-17 23:42:00,14537.962429
2016-03-17 23:43:00,14537.962429
2016-03-17 23:44:00,14537.962429
2016-03-17 23:45:00,14537.962429
2016-03-17 23:46:00,14537.962429
2016-03-17 23:47:00,14537.962429
2016-03-17 23:48:00,14537.962429
2016-03-17 23:49:00,14537.962429
2016-03-17 23:50:00,14537.962429
2016-03-17 23:51:00,14537.962429
2016-03-17 23:52:00,14537.962429
2016-03-17 23:53:00,14537.962429
2016-03-17 23:54:00,14537.962429
2016-03-17 23:55:00,14537.962429
2016-03-17 23:56:00,14537.962429
2016-03-17 23:57:00,14537.962429
2016-03-17 23:58:00,14537.962429
2016-03-17 23:59:00,14537.962429
2016-03-18 00:00:00,13092.52427
2016-03-18 00:01:00,13092.52427
2016-03-18 00:02:00,13092.52427
2016-03-18 00:03:00,13092.52427
