,0
0,0.1470000000000001
1,0.1470000000000001
2,0.1470000000000001
3,6171.324027482824
4,0.1470000000000001
5,0.1470000000000001
6,0.1470000000000001
7,0.1470000000000001
8,7216.405119723564
9,15902.283275900174
10,15902.283275900174
11,15902.283275900174
12,15902.283275900174
13,15902.283275900174
14,30481.60635515854
15,30481.60635515854
16,30481.60635515854
17,43527.0487896253
18,44918.413143576814
19,44918.413143576814
20,44918.413143576814
21,51702.058919525276
22,51702.058919525276
23,51702.058919525276
24,51702.058919525276
25,43016.18076334867
26,43016.18076334867
27,50196.92776451263
28,57295.59516887377
29,50079.337049150214
30,50079.337049150214
31,50079.337049150214
32,65678.60934763792
33,64491.89959934389
34,57708.253823395426
35,35157.3644057972
36,35157.3644057972
37,42994.681731137214
38,42994.681731137214
39,36019.441791339756
40,47724.7208191886
41,47724.7208191886
42,41414.171773305774
43,33952.60492468497
44,33952.60492468497
45,40647.639092054014
46,40647.639092054014
47,33952.60492468497
48,26771.857923521013
49,26771.857923521013
50,19673.190519159863
51,26627.04551615135
52,32966.45958397916
53,40938.02592231902
54,42869.25394482026
55,42869.25394482026
56,42869.25394482026
57,42869.25394482026
58,35031.93661948023
59,26659.712385125185
60,26687.71092912793
61,26687.71092912793
62,34759.34614469058
63,42052.967956462504
64,42052.967956462504
65,50592.55495090708
66,56978.23383356537
67,56978.23383356537
68,56978.23383356537
69,56978.23383356537
70,56978.23383356537
71,56978.23383356537
72,44616.680060892264
73,44616.680060892264
74,30976.986369639082
75,30976.986369639082
76,30976.986369639082
77,30976.986369639082
78,30976.986369639082
79,30976.986369639082
80,30976.986369639082
81,37497.39443124424
82,37497.39443124424
83,29425.75921568159
84,29425.75921568159
85,29425.75921568159
86,35754.99388476595
87,41613.38154475471
88,41613.38154475471
89,41613.38154475471
90,48277.418179266446
91,55904.73709640368
92,47924.798819430114
93,47924.798819430114
94,47924.798819430114
95,47924.798819430114
96,53879.825735434424
97,70172.70579354372
98,76252.53109614487
99,83386.98100470658
100,83386.98100470658
101,91225.46697135913
102,84705.05890975398
103,76165.47191530939
104,76165.47191530939
105,76165.47191530939
106,67396.56964137842
107,54403.29833778234
108,48383.89073220319
109,48383.89073220319
110,48383.89073220319
111,55918.86648336521
112,55918.86648336521
113,55918.86648336521
114,55918.86648336521
115,71674.8865235237
116,69740.80410489405
117,62815.99169819948
118,49336.98699801683
119,49336.98699801683
120,57114.7934084735
121,64755.33083967777
122,71825.15033503753
123,71825.15033503753
124,71825.15033503753
125,71825.15033503753
126,71825.15033503753
127,71825.15033503753
128,72176.81481541619
129,78714.16978669965
130,78714.16978669965
131,78714.16978669965
132,71174.43697327656
133,50222.46101753373
134,50222.46101753373
135,50222.46101753373
136,35309.206877938945
137,44439.78069084909
138,44439.78069084909
139,44439.78069084909
140,53192.05226485243
141,44061.47845194228
142,42164.128752296194
143,42164.128752296194
144,42164.128752296194
145,48540.98648343058
146,56989.3020058208
147,50250.23269976459
148,50250.23269976459
149,58849.777034861974
150,58849.777034861974
151,57795.37092772385
152,57795.37092772385
153,65669.14525519537
154,81152.84143084957
155,72967.37175507321
156,72967.37175507321
157,79924.75791587762
158,79924.75791587762
159,71172.48634187428
160,64271.006759414195
161,56630.46932820993
162,50093.11435692651
163,57827.71152815388
164,52234.44264086514
165,59218.87126245646
166,52842.013531322074
167,52842.013531322074
168,52842.013531322074
169,60508.51544898996
170,60508.51544898996
171,60508.51544898996
172,67244.98447426205
173,67244.98447426205
174,59371.21014679064
175,59371.21014679064
176,66166.26749999516
177,58431.670328767796
178,57727.8317405618
179,57727.8317405618
180,57792.641958155604
181,57792.641958155604
182,57792.641958155604
183,57792.641958155604
184,57792.641958155604
185,50486.221822089356
186,50486.221822089356
187,41877.02287621644
188,41877.02287621644
189,41877.02287621644
190,41877.02287621644
191,48694.18550541246
192,60692.227036793935
193,60692.227036793935
194,53948.1950539979
195,53948.1950539979
196,46545.98458044721
197,46545.98458044721
198,39553.71461994118
199,39553.71461994118
200,47151.14487799595
201,47428.923082972
202,47428.923082972
203,40626.23699580066
204,40626.23699580066
205,40626.23699580066
206,32951.12798336256
207,32951.12798336256
208,32951.12798336256
209,32951.12798336256
210,26412.78141863228
211,33041.43584508766
212,39302.00420484188
213,43213.91520435122
214,43213.91520435122
215,43213.91520435122
216,49927.74096825308
217,55461.9712058421
218,55461.9712058421
219,62820.773661195824
220,62820.773661195824
221,62820.773661195824
222,62820.773661195824
223,62820.773661195824
224,62820.773661195824
225,63330.76050910864
226,63330.76050910864
227,63330.76050910864
228,55733.33025105387
229,55733.33025105387
230,55733.33025105387
231,55733.33025105387
232,55733.33025105387
233,55733.33025105387
234,39132.35055424488
235,32871.78219449064
236,32871.78219449064
237,32871.78219449064
238,19529.302004133402
239,34679.41125294939
240,19804.296645036702
241,19804.296645036702
242,19804.296645036702
243,19804.296645036702
244,25624.110173419384
245,25624.110173419384
246,24870.37109108726
247,24870.37109108726
248,24870.37109108726
249,24870.37109108726
250,24870.37109108726
251,24870.37109108726
252,33580.12130675851
253,33580.12130675851
254,33580.12130675851
255,33580.12130675851
256,24870.37109108726
257,24870.37109108726
258,24870.37109108726
259,18977.286223123767
260,27113.44722543639
261,27113.44722543639
262,27113.44722543639
263,27113.44722543639
264,27113.44722543639
265,27113.44722543639
266,32848.475399811745
267,39671.058448638985
268,47729.84647668576
269,40907.26342785851
270,55244.60465772988
271,55244.60465772988
272,61657.22741216643
273,50294.258955882215
274,57242.40931267037
275,57242.40931267037
276,57242.40931267037
277,64236.940181735525
278,64236.940181735525
279,64236.940181735525
280,64236.940181735525
281,56415.439924558515
282,43531.86860699562
283,43531.86860699562
284,43531.86860699562
285,43531.86860699562
286,57287.628169058975
287,65015.41656686366
288,72191.27521205373
289,63574.89788593766
290,63574.89788593766
291,50661.02285895822
292,59845.81945888402
293,67428.20144359203
294,74193.62567099772
295,82401.5000699465
296,80907.12440495323
297,80907.12440495323
298,72818.70637776879
299,72818.7043777688
300,72926.51586814967
301,72926.51786814968
302,76515.48690373034
303,76515.49190373035
304,76515.49190373035
305,75671.07212278419
306,84123.91067353988
307,77365.34561709891
308,78724.16394492122
309,78724.16794492122
310,73868.4332902988
311,89964.66551979505
312,97884.13755082211
313,105663.50401165595
314,105663.50901165594
315,123337.12171860435
316,125035.89616427297
317,110722.54287604657
318,99996.69404599673
319,100831.26676157345
320,115744.56786239255
321,117067.14944833753
322,140810.58885329688
323,140810.5948532969
324,156946.65411360766
325,166048.11929987324
326,176005.71366113934
327,182670.3501881968
328,190662.74420924552
329,189953.885867119
330,197502.03879060925
331,190368.23541847832
332,181597.05831273232
333,199070.63533442427
334,199070.64533442433
335,181880.72796656375
336,209342.47265308147
337,213521.36551092612
338,225899.90173632675
339,240396.63992069644
340,242713.31289936753
341,259369.84718325982
342,244490.821707629
343,265488.8927618182
344,267774.99144423613
345,278147.09402725234
346,277213.7427030548
347,309901.4074110729
348,322473.6691700508
349,291134.76089784154
350,306679.6312888175
351,297766.010621869
352,319730.61608666903
353,329849.92779868946
354,328707.6167090477
355,302761.13701200474
356,289154.3654562498
357,324090.75708890124
358,330401.6422651595
359,337239.9095343688
360,351857.41138034145
361,334050.5551218538
362,326053.2963308167
363,310203.1306112245
364,323065.56170947483
365,315971.0689975282
366,322247.1417887835
367,330537.3058254973
368,344540.6834472499
369,336396.3809549657
370,350170.4785097465
371,364450.0682816394
372,387261.6603209757
373,357495.0540172123
374,365469.871426857
375,381898.46668823337
376,396107.22578406194
377,398704.9739473235
378,422438.2920625951
379,407082.67644070444
380,393339.3968527139
381,389703.1740648018
382,400996.32261332223
383,375970.38814648474
384,363695.78703765984
385,369010.39146316674
386,404968.2747903079
387,381225.7269155821
388,404151.68570115225
389,413911.90106596367
390,438312.2728194676
391,421964.17136073794
392,453409.8543575865
393,450232.9737663239
394,451837.80901034566
395,453269.62289994146
396,462604.29665864265
397,477759.5979481628
398,489898.69008994114
399,483235.050749086
400,491473.99217450095
401,527560.875446115
402,549849.0409668706
403,536572.3783378202
404,559026.8478022902
405,557813.2152087764
406,532521.4833931975
407,503692.88571076654
408,529684.0014732941
409,538822.975983304
410,543318.4047018257
411,551174.7972865453
412,567923.6015614361
413,560774.5647464456
414,589691.8753163737
415,616463.1861260516
416,611236.8716978052
417,630701.217491413
418,657590.7434295515
419,680435.8952929385
420,680822.6944073592
421,694216.3174260096
422,703745.3887085613
423,732429.0472243729
424,787517.3375179303
425,810109.3888911798
426,790920.3379529732
427,785775.7190674653
428,789870.1475834333
429,800284.5592357354
430,811296.9924744741
431,775085.4527219933
432,757150.0334218007
433,778335.6030823747
434,785987.421259633
435,786274.2904427683
436,818387.6060825398
437,865360.6825374684
438,885076.467479533
439,902347.4723250002
440,928638.5512813663
441,953054.5873211579
442,963456.1468903607
443,942067.6044770397
444,951225.8172265628
445,958775.5872728913
446,947164.5537822923
447,976474.7995001749
448,991342.165127369
449,1036206.4152523418
450,1015050.9587502381
451,1005133.6688667472
452,1019987.1123732866
453,1016673.2937812257
454,1031817.7500373956
455,1015372.596941804
456,1008869.6438677488
457,1031399.0088546089
458,1028259.2837891809
459,1014503.1448638928
460,981732.3931386867
461,930130.3177127556
462,870805.6774107364
463,850151.8506791507
464,875474.9059081523
465,885235.4474230414
466,876771.1227506875
467,872361.5779921517
468,890147.6018583718
469,850233.8320809506
470,828897.8051916818
471,813076.6399172893
472,819320.4109071541
473,849142.9260141215
474,856832.106699758
475,854435.3349561675
476,867803.5290397448
477,873152.6607477899
478,878557.4229712643
479,892311.4758403865
480,879511.5547557637
481,850829.8743100236
482,874076.3972569008
483,876138.7289461024
484,877385.7308681607
485,879462.972441673
486,894121.9124180014
487,874424.196535795
488,893402.6568948275
489,926281.6287410466
490,908332.5757479395
491,916279.6664435933
492,893384.8326297718
493,871601.7920997033
494,838985.3134739802
495,864169.368911082
496,863684.666492543
497,881719.8074492585
498,841298.1146090312
499,827354.1629297534
500,852945.1420788952
501,868170.000751154
502,899253.2959531164
503,914266.4393883037
504,906650.8541865359
505,926143.3950613152
506,903719.5278575788
507,902828.1951483804
508,860496.8448663218
509,871726.8337421793
510,871910.2330851897
511,872439.5062714928
512,867777.5062835183
513,911711.6204618257
514,896804.9553067258
515,870441.5700536477
516,884100.3652133895
517,854579.9046677613
518,876097.0871082919
519,871035.9544841321
520,877576.1163446013
521,885355.5540730538
522,904192.990384326
523,932426.0672630118
524,946571.0993408727
525,956279.3975895003
526,945599.2555409344
527,936749.278871896
528,903368.493533125
529,900717.003435548
530,883487.8095112377
531,850405.6690705402
532,827042.6818692924
533,808962.7696879843
534,775523.4304801958
535,783183.1840247837
536,810930.1970675598
537,808960.9963194107
538,799161.5261489835
539,776962.916990134
540,775647.5752276245
541,767666.6096819764
542,787562.5079579663
543,773472.8530340876
544,770219.1617157012
545,760737.9329966314
546,749642.400319578
547,696743.2971732874
548,669029.1894374081
549,648324.3293034591
550,664118.3346732532
551,660511.4154082072
552,692180.8530086208
553,653318.3497707521
554,686739.970961338
555,734346.4683680757
556,735302.4217663907
557,700897.2279022827
558,700189.6000110804
559,720057.7693419643
560,705909.610311977
561,731496.0846678816
562,716802.6254131423
563,684714.9786153066
564,698797.7560998256
565,691838.7822411752
566,675098.650307778
567,667221.0316523004
568,696242.1607449725
569,681135.1586674381
570,689465.2219135982
571,662616.3813357684
572,670045.0883345407
573,671676.4083572265
574,654591.3577656492
575,655023.8479953753
576,666133.0189911408
577,643448.3145675706
578,633358.4516494378
579,639206.4246591356
580,629797.0737450436
581,636832.6809185726
582,616166.779064467
583,635141.6503134744
584,617657.8172732412
585,595445.5392410426
586,604895.40453869
587,582922.2800479813
588,585458.5626019161
589,568867.0980184885
590,568432.4565872176
591,559231.4939143832
592,564355.1124110161
593,578634.2506942818
594,579237.5946788819
595,532739.9560764201
596,507230.1817986778
597,489016.00877632026
598,494304.0025800325
599,508133.52624022326
600,504685.8633803896
601,506764.0616432819
602,489796.8283078146
603,500734.2734357653
604,519414.30313583097
605,538883.2686598815
606,537772.1370775806
607,536353.6407795162
608,518779.589699119
609,493739.1804716481
610,501742.00006578787
611,492572.2290169199
612,488805.1767694921
613,495371.74561485136
614,476524.01943482267
615,476524.0174348226
616,489366.7125168915
617,474959.6206218047
618,455721.7724899928
619,425682.9273244103
620,423777.94978352124
621,415398.61831843713
622,392793.2150843644
623,367018.7693622098
624,384509.77045641287
625,379937.7791617117
626,379937.77716171165
627,379937.77716171165
628,379937.7751617117
629,373499.00415760704
630,379754.3975054774
631,362835.4279410524
632,354447.942380665
633,355257.74035867717
634,357234.27871737035
635,351599.3595247861
636,358473.2748684812
637,350757.5853832857
638,344927.2967749207
639,343763.6831181013
640,337896.8544955967
641,320507.44851170725
642,326078.88322537055
643,285202.9535409815
644,265834.2561127447
645,261100.64574948512
646,267097.3003346419
647,255628.33586466048
648,248261.8126967542
649,235521.61057273307
650,228399.6480509226
651,231342.17717601347
652,231342.1731760135
653,231342.16917601347
654,251069.80044276963
655,264385.530507964
656,273979.4520597789
657,282389.14767072327
658,275237.7021123483
659,289405.1165687397
660,289196.9952302126
661,281121.5743872179
662,282775.9116568205
663,285383.1378040785
664,291351.76310458523
665,305251.09270918823
666,313323.2906388859
667,313553.85451565834
668,299557.019146819
669,300413.327968004
670,307643.70716201677
671,329096.8116114476
672,335664.0941903541
673,337458.6342293384
674,332942.4012932904
675,356343.53701016394
676,338550.3486727665
677,347295.39565284783
678,338569.58246230456
679,338569.58246230456
680,338569.58246230456
681,313121.77046071313
682,328356.06282371737
683,322961.2062734078
684,314141.3008680134
685,303555.670205457
686,295112.56067415833
687,288985.597036343
688,289661.19666201517
689,289661.19666201517
690,281407.1635483963
691,296437.05669715896
692,307287.77597208123
693,306190.30632889236
694,294952.7365595228
695,316729.1509064423
696,321789.10228504334
697,298752.56755163067
698,283949.00624606176
699,285557.05864123575
700,285557.05864123575
701,294679.16844879964
702,288856.9056952239
703,288856.9056952239
704,288702.7778833851
705,283188.7405916535
706,283472.31132467167
707,289978.58927283104
708,260955.57840949512
709,267477.81243154674
710,251307.22789831413
711,243209.26662721782
712,257872.23038786845
713,232767.57040251134
714,226601.43047585676
715,220047.80131411017
716,207532.9551482429
717,205433.61359990717
718,215165.6664207556
719,229008.71837641892
720,226950.26769234266
721,219360.72194541976
722,241713.79258081905
723,225998.0739780357
724,246598.811736887
725,247358.3647446924
726,247358.3647446924
727,253643.87814628353
728,278554.8885245428
729,280666.0253317834
730,296152.30945047055
731,317873.5842761753
732,325643.71585306246
733,325643.71585306246
734,326011.6692260234
735,319077.7237207121
736,317438.73232115555
737,323968.2847417745
738,309176.06778293033
739,299586.452231864
740,308743.8390772968
741,322181.06067185436
742,314674.01354938326
743,284685.1648040199
744,284685.1648040199
745,277956.20105316583
746,270269.5427889258
747,279472.03122873325
748,239771.1860203515
749,262502.041301461
750,250150.4146360106
751,237158.7968008038
752,266609.36067612993
753,260388.37180304926
754,262263.2446147447
755,241143.02977317074
756,240648.49669963078
757,240046.9081977933
758,246744.6248348595
759,238041.60331322387
760,238041.60331322387
761,238041.60331322387
762,245782.8928211955
763,252723.5212926623
764,260289.0614681014
765,268546.71620727924
766,258958.89686884749
767,255193.09753398763
768,257014.73094854516
769,257954.89088119974
770,251632.697153003
771,237811.9396109858
772,243753.19505142444
773,228873.0976468282
774,217025.77707678708
775,215074.21024674235
776,234346.9213144389
777,236093.88532642688
778,245769.49517625174
779,252977.29600652348
780,254467.5383577075
781,270624.0460244947
782,284301.0688757271
783,293504.32846311724
784,284050.0733449618
785,274793.9193894193
786,287951.20466240036
787,256505.24643704394
788,278515.625143884
789,262877.54742590536
790,277771.3775652383
791,271598.79824041633
792,264457.9726013315
793,262725.6749441605
794,261967.75879450748
795,267459.2799778868
796,259515.7810725999
797,271738.9859207499
798,292184.37804951554
799,293554.7639074163
800,306298.13769793656
801,311603.3412252717
802,324565.71517981513
803,324565.71517981513
804,325558.8074967774
805,332051.2000887969
806,329957.6020909451
807,323461.4043983267
808,327085.10646717995
809,334094.10734074883
810,320466.6649658419
811,314637.1975245315
812,328587.46463299834
813,320476.2630136239
814,328359.8077892291
815,299840.61743501236
816,306654.030920959
817,323163.61025856214
818,341708.67978245293
819,334223.53943290317
820,341847.2981190813
821,325327.1219976496
822,326177.7239371914
823,311075.9109278334
824,311075.9109278334
825,296726.57678330626
826,284700.5588706841
827,293079.9366018645
828,295425.6480939554
829,274626.06983912585
830,282645.89687257464
831,272841.63689433143
832,251893.65267585492
833,257914.8741459755
834,245478.72680317378
835,266506.0529270315
836,271169.3728984509
837,273145.271872603
838,257746.9881440922
839,248542.80778120476
840,256835.25605396618
841,271900.88807097933
842,287110.3361986372
843,281609.4099969865
844,281675.33026060124
845,279277.8724289916
846,265961.317230169
847,279256.22228426975
848,262650.9043497189
849,254396.9067545751
850,261882.14671032995
851,246575.43987391845
852,254855.67682029153
853,264242.1480923097
854,258103.06237721007
855,264347.18553274544
856,266593.50426151993
857,276912.72138472536
858,284649.40628124314
859,284649.40628124314
860,283220.67588569026
861,283254.1807255469
862,290956.2763763886
863,283254.18172554683
864,283133.32418590994
865,282131.82782425574
866,290807.8426709456
867,290807.8426709456
868,285250.4730970818
869,278958.75686242816
870,298549.30253306194
871,291768.1946549524
872,270640.0416808829
873,271092.0823740828
874,272897.5299244991
875,271804.97156090057
876,266147.4752839344
877,251830.41804893865
878,265785.777713855
879,273095.28342146456
880,281944.868752573
881,288374.97418428404
882,287880.12284156325
883,292864.2859128649
884,307593.62097909744
885,307261.3855993146
886,301353.2478277284
887,292952.691026733
888,281552.31887342583
889,283909.0424778606
890,275465.22626880417
891,285265.77262398717
892,277342.1566808253
893,277342.15868082526
894,278967.0702098272
