,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,3.7
25,3.7
26,3.7
27,3.7
28,3.7
29,3.7
30,3.7
31,3.7
32,3.7
33,3.7
34,3.7
35,3.7
36,3.7
37,3.7
38,3.7
39,3.7
40,3.7
41,3.7
42,3.7
43,3.7
44,3.7
45,3.7
46,3.7
47,3.7
48,3.7
49,3.7
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,10.814608998385037
56,10.814608998385037
57,10.814608998385037
58,10.814608998385037
59,10.814608998385037
60,10.814608998385037
61,10.814608998385037
62,10.814608998385037
63,10.814608998385037
64,21.696254043111644
65,21.696254043111644
66,21.696254043111644
67,21.696254043111644
68,21.696254043111644
69,21.696254043111644
70,21.696254043111644
71,10.881645044726605
72,10.881645044726605
73,10.881645044726605
74,10.881645044726605
75,10.881645044726605
76,10.881645044726605
77,10.881645044726605
78,10.881645044726605
79,10.881645044726605
80,10.881645044726605
81,10.881645044726605
82,10.881645044726605
83,10.881645044726605
84,10.881645044726605
85,10.881645044726605
86,10.881645044726605
87,10.881645044726605
88,10.881645044726605
89,0.0
90,0.0
91,0.0
92,0.0
93,3.5619954092646986
94,3.5619954092646986
95,3.5619954092646986
96,3.5619954092646986
97,3.5619954092646986
98,3.5619954092646986
99,7.2020372717016095
100,7.2020372717016095
101,7.2020372717016095
102,7.2020372717016095
103,7.2020372717016095
104,7.2020372717016095
105,7.2020372717016095
106,7.2020372717016095
107,7.2020372717016095
108,7.2020372717016095
109,7.2020372717016095
110,7.2020372717016095
111,7.2020372717016095
112,7.2020372717016095
113,3.6400418624369113
114,3.6400418624369113
115,3.6400418624369113
116,3.6400418624369113
117,3.6400418624369113
118,3.6400418624369113
119,3.6400418624369113
120,3.6400418624369113
121,3.6400418624369113
122,3.6400418624369113
123,3.6400418624369113
124,3.6400418624369113
125,14.486779208886112
126,14.486779208886112
127,14.486779208886112
128,14.486779208886112
129,14.486779208886112
130,14.486779208886112
131,14.486779208886112
132,14.486779208886112
133,14.486779208886112
134,14.486779208886112
135,14.486779208886112
136,14.486779208886112
137,14.486779208886112
138,10.846737346449201
139,10.846737346449201
140,10.846737346449201
141,10.846737346449201
142,10.846737346449201
143,10.846737346449201
144,10.846737346449201
145,10.846737346449201
146,10.846737346449201
147,10.846737346449201
148,10.846737346449201
149,10.846737346449201
150,14.524137177389585
151,14.524137177389585
152,14.524137177389585
153,14.524137177389585
154,14.524137177389585
155,3.6773998309403844
156,3.6773998309403844
157,3.6773998309403844
158,3.6773998309403844
159,7.336949476641303
160,7.336949476641303
161,11.036949476641304
162,14.691732144509805
163,14.691732144509805
164,14.691732144509805
165,18.363546515728203
166,21.987926515485043
167,21.987926515485043
168,21.987926515485043
169,21.987926515485043
170,25.63768624901811
171,25.63768624901811
172,25.63768624901811
173,25.63768624901811
174,25.63768624901811
175,25.63768624901811
176,25.63768624901811
177,25.63768624901811
178,25.63768624901811
179,25.63768624901811
180,25.63768624901811
181,25.63768624901811
182,25.63768624901811
183,29.319383785997694
184,29.319383785997694
185,29.319383785997694
186,29.319383785997694
187,29.319383785997694
188,29.319383785997694
189,29.319383785997694
190,29.319383785997694
191,29.319383785997694
192,29.319383785997694
193,29.319383785997694
194,29.319383785997694
195,29.319383785997694
196,32.99141125553967
197,29.31401142459928
198,29.31401142459928
199,29.31401142459928
200,29.31401142459928
201,29.31401142459928
202,29.31401142459928
203,40.008217928163766
204,47.304296676221774
205,50.971447700572725
206,50.971447700572725
207,50.971447700572725
208,47.347067700815884
209,47.347067700815884
210,47.347067700815884
211,47.347067700815884
212,43.64706770081588
213,43.64706770081588
214,43.64706770081588
215,32.952861197251394
216,32.952861197251394
217,32.952861197251394
218,29.27116366027181
219,29.27116366027181
220,29.27116366027181
221,29.27116366027181
222,29.27116366027181
223,32.94113662990894
224,32.94113662990894
225,32.94113662990894
226,32.94113662990894
227,29.291376896375866
228,29.291376896375866
229,29.291376896375866
230,29.291376896375866
231,32.96133970210209
232,32.96133970210209
233,25.67558782074817
234,25.67558782074817
235,25.67558782074817
236,25.67558782074817
237,25.67558782074817
238,25.67558782074817
239,25.67558782074817
240,22.003773449529774
241,22.003773449529774
242,22.003773449529774
243,22.003773449529774
244,22.003773449529774
245,22.003773449529774
246,25.562173800077694
247,25.562173800077694
248,25.562173800077694
249,25.562173800077694
250,25.562173800077694
251,21.902624154376774
252,21.902624154376774
253,25.58200227971418
254,25.58200227971418
255,25.58200227971418
256,29.261537524862177
257,29.261537524862177
258,29.261537524862177
259,29.261537524862177
260,37.34468751999989
261,37.34468751999989
262,29.261537524862177
263,29.261537524862177
264,29.261537524862177
265,29.261537524862177
266,25.59438650051123
267,25.59438650051123
268,25.59438650051123
269,21.924413530874105
270,18.366013180326185
271,18.366013180326185
272,18.366013180326185
273,18.366013180326185
274,18.366013180326185
275,18.366013180326185
276,18.366013180326185
277,18.366013180326185
278,18.366013180326185
279,18.366013180326185
280,18.366013180326185
281,18.366013180326185
282,18.366013180326185
283,18.366013180326185
284,18.366013180326185
285,18.366013180326185
286,18.366013180326185
287,18.366013180326185
288,18.366013180326185
289,18.366013180326185
290,14.693985710784215
291,14.693985710784215
292,14.693985710784215
293,14.693985710784215
294,14.693985710784215
295,14.693985710784215
296,25.403458760977138
297,25.403458760977138
298,25.403458760977138
299,25.403458760977138
300,25.403458760977138
301,25.403458760977138
302,25.403458760977138
303,25.403458760977138
304,25.403458760977138
305,25.403458760977138
306,25.403458760977138
307,25.403458760977138
308,29.048915032887955
309,29.048915032887955
310,29.048915032887955
311,29.048915032887955
312,29.048915032887955
313,29.048915032887955
314,29.048915032887955
315,43.71089081635358
316,43.71089081635358
317,43.71089081635358
318,43.71089081635358
319,33.001417766160664
320,33.001417766160664
321,29.33630823158807
322,29.33630823158807
323,29.33630823158807
324,29.33630823158807
325,29.33630823158807
326,29.33630823158807
327,29.33630823158807
328,25.656772986440068
329,25.656772986440068
330,25.656772986440068
331,25.656772986440068
332,25.656772986440068
333,25.656772986440068
334,25.656772986440068
335,29.318498718449675
336,29.318498718449675
337,29.318498718449675
338,32.98004609947282
339,29.3100832937466
340,29.3100832937466
341,29.3100832937466
342,32.09921006019913
343,32.09921006019913
344,32.09921006019913
345,32.09921006019913
346,29.3100832937466
347,29.3100832937466
348,18.325160106032058
349,18.325160106032058
350,21.957332254029993
351,32.77467663009949
352,36.46233408428619
353,61.31786876789612
354,61.31786876789612
355,61.31786876789612
356,64.63911110615206
357,60.99365483424125
358,71.84463524900266
359,71.84463524900266
360,71.84463524900266
361,71.84463524900266
362,68.16525712366526
