,0
0,229.81052207946777
1,229.81052207946777
2,229.81052207946777
3,219.05229377746582
4,219.05229377746582
5,219.05229377746582
6,219.05229377746582
7,208.24671745300293
8,208.24671745300293
9,208.24671745300293
10,208.24671745300293
11,208.24671745300293
12,208.24671745300293
13,208.24671745300293
14,208.24671745300293
15,208.24671745300293
16,208.24671745300293
17,208.24671745300293
18,208.24671745300293
19,208.24671745300293
20,208.24671745300293
21,208.24671745300293
22,208.24671745300293
23,197.286358833313
24,197.286358833313
25,197.286358833313
26,186.37152290344238
27,186.37152290344238
28,175.4160385131836
29,175.4160385131836
30,175.4160385131836
31,164.42556476593018
32,153.48597240447998
33,164.4090061187744
34,164.4090061187744
35,186.36963939666748
36,186.36963939666748
37,186.36963939666748
38,175.37324619293213
39,186.06034469604492
40,175.16577816009521
41,174.87359237670898
42,163.92174816131592
43,163.92174816131592
44,174.70483016967773
45,163.70483016967773
46,174.6886568069458
47,174.6886568069458
48,174.6886568069458
49,174.6886568069458
50,174.6886568069458
51,174.6886568069458
52,174.6886568069458
53,174.6886568069458
54,174.6886568069458
55,174.6886568069458
56,174.6886568069458
57,174.6886568069458
58,174.6886568069458
59,174.6886568069458
60,163.70483016967773
61,174.67599391937256
62,174.67599391937256
63,174.67599391937256
64,174.67599391937256
65,174.67599391937256
66,174.67599391937256
67,174.67599391937256
68,174.67599391937256
69,174.67599391937256
70,174.67599391937256
71,164.0388822555542
72,164.0388822555542
73,153.3517837524414
74,142.5687017440796
75,142.5687017440796
76,142.5687017440796
77,142.5687017440796
78,131.59789848327637
79,131.59789848327637
80,131.59789848327637
81,142.53897857666016
82,142.53897857666016
83,142.53897857666016
84,142.53897857666016
85,142.53897857666016
86,142.53897857666016
87,142.53897857666016
88,142.53897857666016
89,153.32158756256104
90,164.2721004486084
91,164.2721004486084
92,163.8049192428589
93,174.80304527282715
94,174.80304527282715
95,174.80304527282715
96,174.80304527282715
97,174.80304527282715
98,174.80304527282715
99,174.80304527282715
100,174.80304527282715
101,174.80304527282715
102,174.80304527282715
103,174.80304527282715
104,174.80304527282715
105,163.86196517944336
106,163.86196517944336
107,153.07935619354248
108,153.07935619354248
109,153.07935619354248
110,153.07935619354248
111,164.00271701812744
112,174.98577976226807
113,164.0064926147461
114,153.06219959259033
115,142.41213512420654
116,131.4891014099121
117,142.3836545944214
118,142.35637855529785
119,131.35641384124756
120,131.35641384124756
121,131.35641384124756
122,131.35641384124756
123,120.3582878112793
124,120.3582878112793
125,131.2914171218872
126,131.2914171218872
127,131.2914171218872
128,153.16155529022217
129,153.16155529022217
130,153.16155529022217
131,142.1943006515503
132,153.1943006515503
133,153.1943006515503
134,153.1943006515503
135,175.0766086578369
136,164.0935459136963
137,175.0536060333252
138,175.0536060333252
139,175.0536060333252
140,175.0536060333252
141,185.58627319335938
142,185.58352279663086
143,185.58352279663086
144,196.57548332214355
145,207.55466842651367
146,207.55466842651367
147,207.55466842651367
148,207.55466842651367
149,207.55466842651367
150,218.55466842651367
151,229.46332550048828
152,240.44419956207275
153,240.44419956207275
154,240.44419956207275
155,251.42653942108154
156,251.168288230896
157,251.168288230896
158,251.168288230896
159,251.168288230896
160,251.168288230896
161,240.63562107086182
162,240.63562107086182
163,229.67240142822266
164,229.67240142822266
165,218.77784824371338
166,218.77784824371338
167,207.88378810882568
168,207.88378810882568
169,218.78761768341064
170,218.78761768341064
171,218.78761768341064
172,218.78761768341064
173,218.78761768341064
174,218.78761768341064
175,207.8264274597168
176,207.8264274597168
177,218.65762424468994
178,218.65762424468994
179,218.65762424468994
180,207.79787254333496
181,207.79787254333496
182,197.12971210479736
183,207.85231971740723
184,197.02112293243408
185,186.02112293243408
186,186.02112293243408
187,186.02112293243408
188,186.02112293243408
189,185.85083961486816
190,185.85083961486816
191,185.85083961486816
192,185.85083961486816
193,185.85083961486816
194,185.85083961486816
195,174.9274787902832
196,174.9274787902832
197,174.9274787902832
198,174.9274787902832
199,174.9274787902832
200,163.97158241271973
201,163.97158241271973
202,152.97158241271973
203,152.97158241271973
204,163.80606269836426
205,174.45355415344238
206,174.45355415344238
207,174.45355415344238
208,163.53545570373535
209,163.53545570373535
210,163.53545570373535
211,163.4003391265869
212,163.4003391265869
213,163.4003391265869
214,163.4003391265869
215,163.4003391265869
216,163.4003391265869
217,174.09896087646484
218,174.09896087646484
219,163.10700035095215
220,163.10700035095215
221,174.07660579681396
222,163.42911434173584
223,163.42911434173584
224,174.2335548400879
225,174.2335548400879
226,163.4481716156006
227,152.64866256713867
228,141.6981496810913
229,141.6981496810913
230,141.6981496810913
231,141.6981496810913
232,130.970046043396
233,130.970046043396
234,130.970046043396
235,141.89960861206055
236,141.89960861206055
237,152.87164878845215
238,161.28132247924805
239,172.20523738861084
240,161.30140781402588
241,172.27754020690918
242,183.25524997711182
243,185.76034450531006
244,185.76034450531006
245,185.76034450531006
246,185.7962121963501
247,193.82606983184814
248,204.80338954925537
249,215.62679290771484
250,215.62679290771484
251,196.77199172973633
252,196.77199172973633
253,185.9375114440918
254,196.9150629043579
255,207.7047824859619
256,207.7047824859619
257,196.8256072998047
258,207.75705337524414
259,207.75705337524414
260,207.75705337524414
261,196.83313846588135
262,196.83313846588135
263,207.83313846588135
264,218.73145484924316
265,218.73145484924316
266,218.73145484924316
267,218.73145484924316
268,207.79832553863525
269,207.79832553863525
270,207.79832553863525
271,207.79832553863525
272,218.751127243042
273,240.36780643463135
274,240.36780643463135
275,240.39672756195068
276,240.39672756195068
277,251.17101287841797
278,240.3476095199585
279,261.7623701095581
280,261.7623701095581
281,250.95792961120605
282,250.95792961120605
283,261.79867935180664
284,261.79867935180664
285,250.83801078796387
286,250.76416778564453
287,250.76416778564453
288,250.76416778564453
289,250.76416778564453
290,250.76416778564453
291,250.76416778564453
292,250.76416778564453
293,261.10146141052246
294,250.32717609405518
295,250.32717609405518
296,250.32717609405518
297,228.58465480804443
298,229.15441513061523
299,229.15441513061523
300,240.4551076889038
301,240.4551076889038
302,240.4551076889038
303,240.4551076889038
304,251.2721586227417
305,262.257363319397
306,240.70051765441895
307,240.70051765441895
308,240.70051765441895
309,240.70051765441895
310,240.70051765441895
311,240.70051765441895
312,240.70051765441895
313,229.71531295776367
314,240.5370922088623
315,240.5370922088623
316,240.5370922088623
317,251.38044929504395
318,259.3545970916748
319,259.3545970916748
320,259.3545970916748
321,248.3825569152832
322,240.40840911865234
323,251.21571731567383
324,251.21571731567383
325,262.1145496368408
326,262.1145496368408
327,262.1145496368408
328,262.1145496368408
329,273.09314250946045
330,273.09314250946045
331,273.09314250946045
332,273.09314250946045
333,273.09314250946045
334,251.3281135559082
335,251.3281135559082
336,229.5480251312256
337,229.5480251312256
338,240.0937671661377
339,228.94244194030762
340,228.94244194030762
341,228.94244194030762
342,228.94244194030762
343,228.94244194030762
344,228.94244194030762
345,228.94244194030762
346,239.8389654159546
347,239.8389654159546
348,239.8389654159546
349,228.998215675354
350,228.998215675354
351,228.998215675354
352,228.998215675354
353,228.998215675354
354,218.19090747833252
355,207.29207515716553
356,207.29207515716553
357,207.29207515716553
358,218.29207515716553
359,229.17450618743896
360,239.87101078033447
361,229.32526874542236
362,229.32526874542236
363,229.32526874542236
364,240.3186740875244
365,229.58562564849854
366,207.77881240844727
367,207.77881240844727
368,207.77881240844727
369,207.77881240844727
370,207.77881240844727
371,207.77881240844727
372,196.8335475921631
373,185.83735466003418
374,174.8886661529541
375,174.8886661529541
376,164.06688690185547
377,153.13544082641602
378,153.13544082641602
379,164.0863742828369
380,164.0863742828369
381,164.21718502044678
382,153.23947525024414
383,153.23947525024414
384,153.23947525024414
385,153.23947525024414
386,153.205322265625
387,153.205322265625
388,153.205322265625
389,131.51541233062744
390,131.51541233062744
391,131.51541233062744
392,153.23059749603271
393,153.23059749603271
394,142.23059749603271
395,142.23059749603271
396,142.23059749603271
397,153.22303676605225
398,153.22303676605225
399,153.22303676605225
400,153.22303676605225
401,153.22303676605225
402,153.22303676605225
403,153.22303676605225
404,153.22303676605225
405,164.17195987701416
406,174.99015998840332
407,174.99015998840332
408,174.99015998840332
409,174.99015998840332
410,164.0205545425415
411,164.0205545425415
412,174.49537467956543
413,174.49537467956543
414,174.49537467956543
415,163.52120685577393
416,163.52120685577393
417,152.62468338012695
418,152.62468338012695
419,152.62468338012695
420,141.67374992370605
421,141.67374992370605
422,141.67374992370605
423,152.60040473937988
424,141.71797370910645
425,141.71797370910645
426,152.58411502838135
427,141.80206775665283
428,141.80206775665283
429,141.80206775665283
430,141.80206775665283
431,141.80206775665283
432,131.3272476196289
433,142.3016176223755
434,142.3016176223755
435,131.48341751098633
436,153.43872833251953
437,142.57258701324463
438,153.49958515167236
439,153.49958515167236
440,153.49958515167236
441,153.49958515167236
442,153.49958515167236
443,131.49958515167236
444,131.49958515167236
445,131.49958515167236
446,120.51373386383057
447,120.51373386383057
448,120.51373386383057
449,120.46149158477783
450,120.46149158477783
451,131.3515567779541
452,153.14535903930664
453,153.14535903930664
454,153.14535903930664
455,153.14535903930664
456,164.1281337738037
457,164.1281337738037
458,174.9828395843506
459,185.78131771087646
460,174.78887844085693
461,163.81274604797363
462,163.81274604797363
463,152.81274604797363
464,130.992582321167
465,130.992582321167
466,141.86756896972656
467,141.86756896972656
468,141.86756896972656
469,141.86756896972656
470,141.86756896972656
471,152.68266201019287
472,152.68266201019287
473,152.68266201019287
474,163.62988662719727
475,163.62988662719727
476,163.62988662719727
477,163.62988662719727
478,163.62988662719727
479,174.2875566482544
480,174.2875566482544
481,185.20185470581055
482,185.20185470581055
483,185.20185470581055
484,185.20185470581055
485,185.20185470581055
486,174.38676166534424
487,174.38676166534424
488,174.38676166534424
489,163.41239166259766
490,163.41239166259766
491,163.41239166259766
492,174.36480712890625
493,185.3355073928833
494,185.3355073928833
495,185.3355073928833
496,185.3355073928833
497,196.3355073928833
