,0
0,322.45099925994873
1,319.3842225074768
2,330.2504315376282
3,326.22176933288574
4,301.2240266799927
5,293.928258895874
6,310.325740814209
7,331.9780750274658
8,317.03454637527466
9,341.4966564178467
10,353.44653701782227
11,346.7465867996216
12,331.853497505188
13,339.66160106658936
14,346.6312370300293
15,353.5387382507324
16,360.3638553619385
17,353.4538326263428
18,341.0208296775818
19,340.98435163497925
20,340.98435163497925
21,334.0029606819153
22,325.2717180252075
23,342.820499420166
24,360.20038414001465
25,346.3799104690552
26,357.24452686309814
27,365.2522578239441
28,372.2341203689575
29,376.18613624572754
30,376.18613624572754
31,351.94546604156494
32,344.96273469924927
33,316.6096200942993
34,316.6096200942993
35,323.42746782302856
36,328.01080417633057
37,328.0475883483887
38,317.6392822265625
39,316.93459033966064
40,316.05549669265747
41,333.7051877975464
42,333.7051877975464
43,333.4570665359497
44,333.4570665359497
45,338.285635471344
46,327.5167918205261
47,327.5167918205261
48,331.1030306816101
49,344.8983082771301
50,331.09018325805664
51,334.8262872695923
52,334.8262872695923
53,345.802453994751
54,352.7110390663147
55,358.1057405471802
56,351.2289710044861
57,350.97130155563354
58,361.6430010795593
59,345.7831287384033
60,352.7831287384033
61,370.2319645881653
62,377.13044261932373
63,370.2345337867737
64,370.054479598999
65,355.6660032272339
66,379.7865319252014
67,390.16923093795776
68,379.48913526535034
69,369.0346360206604
70,386.7220883369446
71,372.98507833480835
72,351.34379720687866
73,360.2624411582947
74,353.1586661338806
75,359.5338010787964
76,337.75936126708984
77,314.3228130340576
78,303.4818515777588
79,279.2181191444397
80,273.04465913772583
81,255.1637921333313
82,266.03613090515137
83,259.25427865982056
84,241.33039379119873
85,223.74638652801514
86,228.3100781440735
87,239.04567575454712
88,239.0344820022583
89,249.83958339691162
90,249.83958339691162
91,261.85391569137573
92,261.85391569137573
93,261.85391569137573
94,252.82548475265503
95,242.0898871421814
96,242.0898871421814
97,231.17921781539917
98,237.66316080093384
99,255.24362134933472
100,258.72191190719604
101,247.76625967025757
102,247.76625967025757
103,265.6585011482239
104,265.84275579452515
105,250.9584755897522
106,250.9584755897522
107,254.9939742088318
108,265.86016035079956
109,286.9402537345886
110,286.9402537345886
111,286.9402537345886
112,309.56724882125854
113,306.13127994537354
114,304.03669452667236
115,311.0017399787903
